0CM_CDT5,0VTYPE,0FISCPER,..._CURRCY,ZPI_SVL
493,52,2019028,CNY,62609.61412691886
137,52,2020038,CNY,91984.08544847209
496,52,2020006,CNY,840629.5478320357
624,52,2018049,CNY,1488615.8874788021
269,52,2018033,CNY,150843.47056408142
225,52,2019021,CNY,900761.664555475
91,52,2020025,CNY,712240.3105900534
498,52,2020015,CNY,1314963.2780598337
776,52,2018002,CNY,602679.4923200406
775,52,2019042,CNY,897128.3864445358
411,52,2018028,CNY,550482.6049339132
400,52,2018031,CNY,1051691.8771980135
215,52,2018031,CNY,1302741.4426438955
406,52,2019040,CNY,1158060.6811378887
474,52,2019007,CNY,1463778.4772153448
514,52,2020047,CNY,1077885.8220120105
780,52,2018038,CNY,1294042.3140851727
73,52,2018035,CNY,737493.1951708978
923,52,2020001,CNY,1044922.2665910833
162,52,2020007,CNY,750095.0613081856
165,52,2020050,CNY,1712729.658030307
993,52,2020044,CNY,1256496.8253274716
99,52,2018044,CNY,1166441.5551359619
799,52,2020016,CNY,1721798.8697994682
48,52,2018010,CNY,662245.7038208552
621,52,2018046,CNY,939214.0527376841
488,52,2018044,CNY,1562333.540593722
422,52,2018025,CNY,1056059.4131151098
143,52,2020003,CNY,1384957.8022583618
422,52,2018008,CNY,1188542.911174896
834,52,2019042,CNY,719691.1628343227
214,52,2018021,CNY,1359575.3936325521
591,52,2019003,CNY,625950.7610466109
299,52,2020015,CNY,131898.5348800259
269,52,2018016,CNY,1068364.186482483
821,52,2020007,CNY,1576933.2831425336
895,52,2020036,CNY,150262.6416300717
413,52,2018039,CNY,770473.8894958769
499,52,2019050,CNY,674389.1151728306
299,52,2019005,CNY,1059563.6048005137
810,52,2019009,CNY,1525401.8489344234
71,52,2018024,CNY,490508.59276079765
551,52,2018017,CNY,562225.1250269979
310,52,2019009,CNY,1178415.4413618324
862,52,2019040,CNY,879141.9291310569
11,52,2020005,CNY,699719.52172398
572,52,2020009,CNY,1580373.2596798397
91,52,2020012,CNY,524278.6289059237
648,52,2020027,CNY,4493.397249667031
81,52,2018020,CNY,694385.8888532954
261,52,2018029,CNY,1287991.0117913105
995,52,2019006,CNY,616952.8424493308
321,52,2018017,CNY,210655.9969294367
548,52,2019039,CNY,451324.711994631
529,52,2019023,CNY,1721924.3511115925
451,52,2019049,CNY,42094.546461218604
847,52,2018022,CNY,176104.1017611253
259,52,2019051,CNY,1720081.8873207031
178,52,2020006,CNY,1431651.8260125618
707,52,2018039,CNY,31304.968159667802
813,52,2020048,CNY,923263.4335568518
961,52,2020031,CNY,424734.2654970376
495,52,2019009,CNY,137454.94936651652
82,52,2018035,CNY,594495.1884368348
199,52,2018050,CNY,281008.01346063125
510,52,2018022,CNY,335183.5359560795
655,52,2019050,CNY,977008.9704323258
949,52,2018039,CNY,1463532.901337606
119,52,2019017,CNY,791150.5420593166
796,52,2020048,CNY,1362052.700619832
704,52,2018016,CNY,1493796.2478587618
575,52,2020007,CNY,1599055.079188156
98,52,2018024,CNY,965534.8179723193
859,52,2019019,CNY,517635.4397197117
170,52,2019004,CNY,494266.8636172089
927,52,2019024,CNY,545889.3926982324
998,52,2020016,CNY,534416.1617628081
471,52,2018043,CNY,450428.3402969724
139,52,2020021,CNY,1165575.00515422
140,52,2018042,CNY,870620.2518953405
740,52,2019052,CNY,163249.14650684432
700,52,2018040,CNY,594551.1191816858
554,52,2020005,CNY,765372.366166254
113,52,2020020,CNY,763761.2259532268
128,52,2019004,CNY,1749481.0516147695
318,52,2018041,CNY,1230843.1578177044
564,52,2018046,CNY,5727.775624967928
936,52,2020019,CNY,1019465.977327136
345,52,2020034,CNY,1552504.7590268375
735,52,2018029,CNY,1459669.6943098058
931,52,2018031,CNY,540541.8997883782
896,52,2019025,CNY,1474369.1649523182
457,52,2018011,CNY,1087233.0825460348
712,52,2020014,CNY,599155.5547934124
100,52,2018008,CNY,674104.6156708031
567,52,2020025,CNY,538691.3844306365
773,52,2019033,CNY,1457814.125380272
322,52,2018006,CNY,444727.1056719482
938,52,2018020,CNY,1749251.5712708791
952,52,2020008,CNY,697080.3036254498
401,52,2018008,CNY,116919.83426062542
516,52,2019012,CNY,1373657.7889426586
258,52,2019026,CNY,919334.1580119395
410,52,2018010,CNY,1524191.6862893754
244,52,2019040,CNY,1242360.97075483
473,52,2019036,CNY,357561.16554617055
429,52,2020043,CNY,583554.9424117899
592,52,2020016,CNY,1558874.0306579634
147,52,2019013,CNY,783481.8596779266
557,52,2019026,CNY,115597.2269401862
811,52,2020050,CNY,481724.44814676174
382,52,2019052,CNY,1574780.2979684507
291,52,2019045,CNY,351574.3685839057
51,52,2020012,CNY,1308807.2721563808
923,52,2019008,CNY,1733337.7529599355
5,52,2018004,CNY,1376421.4062467052
748,52,2018008,CNY,758517.362783372
626,52,2018004,CNY,230004.94437049393
758,52,2020007,CNY,1649572.0186960457
589,52,2019037,CNY,569460.0932640686
7,52,2019035,CNY,116824.13025851146
891,52,2020017,CNY,1673596.7675254927
869,52,2018018,CNY,663188.8393349799
642,52,2020039,CNY,1585913.8717136746
262,52,2020039,CNY,1197085.258125015
126,52,2020008,CNY,318903.5489345075
877,52,2020012,CNY,1486653.5203541112
520,52,2020048,CNY,601292.2375400905
534,52,2020008,CNY,1483205.426646569
129,52,2018050,CNY,1255604.3944113078
425,52,2019021,CNY,1518504.7233229075
543,52,2020009,CNY,1774373.9257424637
88,52,2020020,CNY,1286334.33179457
444,52,2019023,CNY,714567.4995548654
199,52,2018047,CNY,649248.3481013321
348,52,2019023,CNY,457815.8942804116
349,52,2019050,CNY,1077341.5335242217
583,52,2019044,CNY,619361.336099005
131,52,2018047,CNY,1595570.6744085974
743,52,2019010,CNY,774934.9143144346
540,52,2020052,CNY,178309.26456244907
696,52,2018004,CNY,1589639.5106241722
600,52,2020001,CNY,230604.5266298698
817,52,2018024,CNY,743152.8243788362
473,52,2020013,CNY,91607.55697933161
838,52,2019022,CNY,561788.0123562276
136,52,2019002,CNY,322157.1309977617
94,52,2020024,CNY,603304.0709666816
512,52,2018042,CNY,714021.4366864987
297,52,2019051,CNY,397402.9910278812
519,52,2020032,CNY,1638361.4383206835
701,52,2019051,CNY,1614154.1542898861
166,52,2018047,CNY,473868.08238344453
120,52,2019008,CNY,246680.69921239204
310,52,2019029,CNY,1207691.001342445
958,52,2018032,CNY,639152.5319575784
739,52,2019018,CNY,1617747.2851826604
607,52,2019010,CNY,1189546.4070693864
739,52,2020048,CNY,1394808.4781917622
620,52,2019022,CNY,197686.40144244532
645,52,2019042,CNY,471730.7666075231
351,52,2020023,CNY,717604.1339502691
372,52,2020043,CNY,852676.7236987447
259,52,2020044,CNY,1488865.121852077
154,52,2019035,CNY,718544.0704547047
780,52,2019027,CNY,247512.88233473556
149,52,2019004,CNY,799674.444053471
46,52,2018035,CNY,384004.7687015688
405,52,2018038,CNY,1091167.431618449
306,52,2020030,CNY,1749372.2862706587
35,52,2020037,CNY,992185.99409309
542,52,2020018,CNY,376472.9402126506
474,52,2019033,CNY,1321976.7726543534
921,52,2020028,CNY,616791.5793487431
562,52,2020017,CNY,1743057.5495866353
301,52,2019016,CNY,640077.1960105106
304,52,2018023,CNY,613913.8229594934
844,52,2018049,CNY,760003.3148160073
519,52,2018040,CNY,1444026.4801933083
128,52,2019046,CNY,902072.0533165836
910,52,2019026,CNY,1373831.2285500302
795,52,2018043,CNY,821324.3766709825
177,52,2020036,CNY,1516787.4725294178
565,52,2020027,CNY,831482.0419143757
823,52,2018005,CNY,1760923.366032822
65,52,2020015,CNY,1357046.7429809256
314,52,2020050,CNY,602543.901943737
306,52,2020007,CNY,1032432.0570124639
299,52,2019051,CNY,1645535.0235204983
166,52,2018051,CNY,1769100.2814467617
228,52,2019020,CNY,1217223.1989811305
26,52,2019010,CNY,1317081.4813299591
474,52,2020041,CNY,666903.5937755124
702,52,2019020,CNY,1402106.1723020435
979,52,2020051,CNY,129898.37807093053
195,52,2020037,CNY,1554834.3261843806
88,52,2019023,CNY,85697.53058501113
235,52,2020023,CNY,341393.199570077
63,52,2018021,CNY,608862.3608534477
416,52,2019016,CNY,1742347.7486517783
540,52,2019031,CNY,159571.09277428724
427,52,2018030,CNY,1391314.568392726
154,52,2018009,CNY,391305.68050244363
247,52,2018030,CNY,1121478.541342166
74,52,2019040,CNY,483258.3856504927
264,52,2020026,CNY,82080.24411057719
617,52,2018042,CNY,1253586.191812172
420,52,2020028,CNY,377090.1004692308
511,52,2020045,CNY,284469.7587813319
705,52,2018040,CNY,389788.0068980509
907,52,2018025,CNY,1350470.178451574
34,52,2018039,CNY,482876.6087358306
910,52,2019046,CNY,1180873.7368903216
85,52,2020044,CNY,577186.8432657615
963,52,2020028,CNY,988671.1268756858
551,52,2018023,CNY,1390196.301216993
866,52,2019007,CNY,625766.5913383692
439,52,2019004,CNY,601594.1289200956
149,52,2018003,CNY,1178514.0917271026
395,52,2018020,CNY,710021.1810647395
916,52,2020048,CNY,1526013.344421956
862,52,2020010,CNY,543603.0159543332
871,52,2018037,CNY,563969.2238951386
534,52,2020051,CNY,1702281.0516417623
534,52,2019043,CNY,1661096.8681888573
533,52,2020020,CNY,755190.7770302925
961,52,2019044,CNY,1385422.1713700145
578,52,2019016,CNY,181940.2173798243
669,52,2018005,CNY,1390198.0455562333
64,52,2019048,CNY,1477400.1692003892
690,52,2019027,CNY,1241444.8809934177
343,52,2018006,CNY,283565.81048576423
212,52,2018016,CNY,1263923.8345043657
400,52,2020037,CNY,1159646.6314565563
958,52,2019041,CNY,587572.825333213
362,52,2019050,CNY,1248868.7530256608
106,52,2018037,CNY,918330.687594742
827,52,2018023,CNY,1344361.1951564676
897,52,2019024,CNY,1770978.5601398777
581,52,2020019,CNY,86293.25158768674
296,52,2020028,CNY,1588737.2573687143
725,52,2019001,CNY,1579641.8514941568
655,52,2018005,CNY,425249.02225830196
700,52,2020009,CNY,975281.119481936
125,52,2018048,CNY,1765059.2780783589
88,52,2018009,CNY,1476484.376634871
816,52,2018023,CNY,1672923.7714104324
570,52,2018050,CNY,713297.3137857544
191,52,2019050,CNY,761995.5087409822
974,52,2018027,CNY,106686.4446306079
797,52,2018024,CNY,339334.6695007937
367,52,2020026,CNY,1523120.379854509
941,52,2019003,CNY,808482.5406980441
380,52,2020012,CNY,774616.7630008942
424,52,2020024,CNY,532297.9921502207
157,52,2019040,CNY,512706.98435089673
806,52,2019022,CNY,166328.89688720382
88,52,2020021,CNY,1531941.6690452471
569,52,2018016,CNY,1247874.3789156228
394,52,2018041,CNY,1540296.0034001516
62,52,2020021,CNY,1684774.03523539
27,52,2020027,CNY,1612225.3373172386
244,52,2018005,CNY,836060.8077815342
270,52,2020017,CNY,297503.37092852895
635,52,2018032,CNY,1409769.5316818466
864,52,2019012,CNY,519702.18543416343
57,52,2019017,CNY,1099767.6519153933
114,52,2018039,CNY,1354101.0639380286
701,52,2018036,CNY,532967.9708485625
78,52,2020051,CNY,436886.58147621556
150,52,2019018,CNY,322167.4450285811
650,52,2019046,CNY,275558.76458507794
507,52,2018023,CNY,831034.5433265886
277,52,2020037,CNY,723596.2683432129
245,52,2018042,CNY,1741619.3073533631
240,52,2019004,CNY,1019188.1025086776
6,52,2020040,CNY,1194335.3183920416
1000,52,2020013,CNY,843291.0490097117
180,52,2020040,CNY,750419.6672285844
168,52,2018035,CNY,925522.6270672577
806,52,2018033,CNY,1135270.7406486585
879,52,2020033,CNY,26202.52884443569
114,52,2020051,CNY,1121011.0216030295
449,52,2019003,CNY,296627.9551886706
880,52,2020017,CNY,1251571.6682550022
328,52,2018001,CNY,1372136.5777597046
700,52,2019009,CNY,992653.4213571481
286,52,2020027,CNY,268848.41709001974
195,52,2020006,CNY,1044643.0415876748
225,52,2019040,CNY,44855.05483885097
821,52,2020008,CNY,191013.35874678104
655,52,2020019,CNY,1442564.2757888064
416,52,2018051,CNY,794800.9123557365
177,52,2018021,CNY,315962.17873164656
487,52,2020034,CNY,1119532.6545975872
78,52,2019015,CNY,1385173.9582958505
31,52,2020005,CNY,1568403.036436846
360,52,2019038,CNY,1037852.6089388055
559,52,2018002,CNY,1750710.5594023264
781,52,2018030,CNY,1206117.2095419539
897,52,2020038,CNY,1566626.898401088
562,52,2018038,CNY,941226.373093841
286,52,2020025,CNY,197747.6626685528
963,52,2020003,CNY,220156.53426375773
406,52,2019004,CNY,516192.8956668422
820,52,2018040,CNY,1762487.9802310143
88,52,2020025,CNY,353086.56511229376
320,52,2019020,CNY,167139.03182849922
401,52,2018016,CNY,742288.45562521
346,52,2018035,CNY,1379066.6110058154
258,52,2019044,CNY,109815.93557357675
53,52,2018045,CNY,1471142.2125393013
317,52,2020048,CNY,987601.4470589221
563,52,2019022,CNY,1453096.0557431967
782,52,2018014,CNY,374534.9686046385
560,52,2018028,CNY,1737014.0048470036
625,52,2019005,CNY,1190280.8016668104
924,52,2019031,CNY,1021912.1998882175
329,52,2020011,CNY,425768.68152144476
232,52,2018016,CNY,258935.9197173821
675,52,2020042,CNY,1769978.0990785607
257,52,2019017,CNY,1748996.912279904
257,52,2018015,CNY,279915.5941413307
545,52,2019027,CNY,917643.090647241
186,52,2018006,CNY,1132576.629603605
319,52,2018001,CNY,1131675.2034373786
890,52,2018030,CNY,1108046.654491399
557,52,2019025,CNY,1279932.9072871427
769,52,2019038,CNY,136670.50104719496
803,52,2019015,CNY,1764722.9975878343
500,52,2020022,CNY,69278.85138564737
422,52,2020024,CNY,243438.91898124176
578,52,2020028,CNY,710051.4450309096
677,52,2019046,CNY,959.6480002680842
963,52,2020019,CNY,1400974.0906174735
808,52,2019045,CNY,738771.6531008155
483,52,2020025,CNY,1415122.2035345694
949,52,2019036,CNY,1032351.5988294872
479,52,2018041,CNY,1216343.405390071
920,52,2018045,CNY,830058.3920557261
461,52,2020035,CNY,66211.98559554017
87,52,2018019,CNY,1064412.1953146327
907,52,2018023,CNY,538996.232074245
320,52,2020040,CNY,741560.5933611052
862,52,2020013,CNY,1059260.7898911964
118,52,2020026,CNY,111076.90253946168
835,52,2018001,CNY,1332049.700467218
906,52,2020044,CNY,1603647.7496907797
701,52,2019006,CNY,408475.32094204094
759,52,2018027,CNY,569427.7471708708
506,52,2018017,CNY,1121153.4712316247
76,52,2019050,CNY,1073635.114144759
411,52,2019047,CNY,1278386.227775399
62,52,2018011,CNY,357493.88942147535
408,52,2019043,CNY,63322.56696412173
904,52,2019030,CNY,259762.3970374995
667,52,2020047,CNY,748476.4851915182
208,52,2018049,CNY,188247.94484517924
596,52,2020013,CNY,479748.42031991336
69,52,2020008,CNY,684653.4724256519
478,52,2020028,CNY,1589660.40089903
979,52,2020034,CNY,1694313.9749912187
984,52,2019012,CNY,498745.3497892669
320,52,2019028,CNY,1498244.2052823151
384,52,2020035,CNY,1403738.9808888433
446,52,2018020,CNY,1129754.386041409
465,52,2018052,CNY,438691.37656981655
899,52,2019034,CNY,556404.9391244302
510,52,2020011,CNY,870801.800059471
193,52,2020046,CNY,1671333.638152041
869,52,2020005,CNY,1773564.4535502722
366,52,2020023,CNY,1343703.5789341286
305,52,2019029,CNY,1626736.8729456787
283,52,2019017,CNY,1467169.8476025625
252,52,2018007,CNY,1234651.3098390275
715,52,2019032,CNY,94757.07534415321
42,52,2018045,CNY,749750.3020395773
336,52,2020044,CNY,1721810.450446468
623,52,2018037,CNY,1530328.2595261442
921,52,2019042,CNY,328887.3862727796
240,52,2019041,CNY,136733.32616352048
423,52,2019048,CNY,1504447.011394587
839,52,2018026,CNY,1320548.8544693887
866,52,2018035,CNY,466449.5453508166
940,52,2020025,CNY,337660.943843095
531,52,2020019,CNY,442712.41858739057
508,52,2019027,CNY,968778.1471255074
575,52,2018050,CNY,1549233.998602948
365,52,2019029,CNY,1151785.1106926107
720,52,2020020,CNY,574770.1825209357
410,52,2020005,CNY,16523.42478400237
625,52,2020003,CNY,1405850.3330279451
587,52,2019001,CNY,1648435.4482199731
95,52,2019025,CNY,1048516.1875169858
958,52,2020020,CNY,1407483.6550546363
383,52,2020024,CNY,1700805.6084882605
745,52,2020024,CNY,1723448.663925404
776,52,2018035,CNY,1259471.3859324546
735,52,2018042,CNY,1464135.9090327744
508,52,2020031,CNY,828363.407559753
666,52,2018008,CNY,44063.924177657405
132,52,2019050,CNY,1095849.7156207827
107,52,2020003,CNY,519657.08599028667
415,52,2019032,CNY,300355.824567168
110,52,2018039,CNY,1245294.4425024195
336,52,2020020,CNY,1226204.7911475308
630,52,2019046,CNY,1511268.2004144273
122,52,2018040,CNY,1132432.1676831697
371,52,2018008,CNY,433058.67961236846
753,52,2018037,CNY,1338367.016108923
93,52,2019039,CNY,187285.29866286795
670,52,2018040,CNY,1207878.1792955827
584,52,2018032,CNY,90145.64468361418
514,52,2019004,CNY,1690117.646490461
247,52,2018029,CNY,1268017.63800019
297,52,2020045,CNY,80898.00038286204
896,52,2019035,CNY,96841.38206440504
758,52,2020027,CNY,311315.41384574084
154,52,2019014,CNY,795597.1450774493
594,52,2019050,CNY,1009649.3539648384
769,52,2018005,CNY,411043.32079600176
687,52,2019026,CNY,1392804.499521099
168,52,2020030,CNY,182969.39397213218
842,52,2018017,CNY,144404.53696176948
566,52,2018042,CNY,1111352.2196792185
489,52,2020049,CNY,927621.9605774131
834,52,2018005,CNY,744856.9747500207
348,52,2020032,CNY,1106197.2335573032
634,52,2019010,CNY,1691160.7574854128
695,52,2018034,CNY,106296.23611232865
745,52,2020038,CNY,705947.5944509511
264,52,2020014,CNY,639828.8272668138
904,52,2019041,CNY,425911.08409688977
915,52,2020037,CNY,1705125.2225677054
771,52,2018008,CNY,1521145.3683816956
856,52,2019031,CNY,1541147.3909718557
670,52,2018006,CNY,964163.9416825725
672,52,2018008,CNY,866152.4177881135
120,52,2018004,CNY,320990.70429339906
266,52,2018017,CNY,3268.295476075907
32,52,2020001,CNY,1704366.8149273049
373,52,2019028,CNY,375014.8306375165
774,52,2019046,CNY,883247.5345271929
318,52,2020013,CNY,93085.5769836521
997,52,2018026,CNY,927349.2924635161
986,52,2020019,CNY,1595720.8307960806
180,52,2019010,CNY,1344998.912495945
932,52,2019047,CNY,1769784.9161356932
23,52,2019035,CNY,830923.3223085229
6,52,2019040,CNY,1106639.2772561451
733,52,2019016,CNY,411694.7657727923
517,52,2020003,CNY,233323.79041745028
69,52,2020027,CNY,124765.36794428708
40,52,2020045,CNY,254791.86237423657
898,52,2020019,CNY,1548590.9315138625
431,52,2020034,CNY,624346.4460266079
372,52,2019006,CNY,1459703.1155295284
69,52,2019006,CNY,1397195.2411463251
867,52,2019013,CNY,596618.7715178594
611,52,2020019,CNY,434386.59532986576
287,52,2018041,CNY,941727.121234273
784,52,2019038,CNY,134930.3692688907
176,52,2020014,CNY,92507.1963404341
794,52,2019029,CNY,780070.9166902712
495,52,2020003,CNY,1458230.493089315
460,52,2018017,CNY,839697.5800271685
409,52,2020013,CNY,164222.8294358359
977,52,2018021,CNY,1522847.7739943853
297,52,2018040,CNY,1435132.9296486757
264,52,2020021,CNY,1751777.5624802434
965,52,2019006,CNY,1263200.4761346276
414,52,2018035,CNY,566241.1494038245
611,52,2019016,CNY,828474.2579493889
481,52,2020005,CNY,122760.4476759856
122,52,2020021,CNY,585154.5059215609
582,52,2018002,CNY,1277178.450897566
39,52,2020029,CNY,1674921.540449356
862,52,2019021,CNY,843677.5696452513
586,52,2020039,CNY,1607755.3374177087
309,52,2020011,CNY,1242771.1400218143
354,52,2020042,CNY,1525505.9130160846
36,52,2018041,CNY,1427453.3654549383
706,52,2018008,CNY,1010525.8356276674
392,52,2020048,CNY,1064584.8105208485
140,52,2020007,CNY,1415004.3354860167
424,52,2020005,CNY,1235010.7397746872
822,52,2018004,CNY,1062426.4537128003
487,52,2020028,CNY,1691072.7540871815
754,52,2018009,CNY,399948.1123530361
645,52,2019026,CNY,107562.80663998907
156,52,2018031,CNY,1407102.4969074798
205,52,2019010,CNY,951685.5695195531
951,52,2019040,CNY,330774.8966249516
551,52,2020004,CNY,1723973.6860102175
926,52,2018004,CNY,1254790.8314126122
849,52,2020001,CNY,1667161.0688013115
300,52,2018038,CNY,1712931.1733106
705,52,2019026,CNY,502563.275247606
276,52,2018023,CNY,628287.6029168218
861,52,2019035,CNY,453392.79137083277
302,52,2018028,CNY,1496899.8070202146
967,52,2019013,CNY,832543.6753396274
371,52,2020052,CNY,410306.94343137834
775,52,2019006,CNY,719105.9223709529
95,52,2019020,CNY,627984.8931526897
224,52,2018007,CNY,1020084.5434738706
171,52,2018046,CNY,1077515.4596963485
78,52,2020017,CNY,1016898.694313006
167,52,2018052,CNY,1058923.8091120713
443,52,2018002,CNY,1210123.650834864
102,52,2018025,CNY,1430843.5515787795
380,52,2018009,CNY,662544.4169870203
327,52,2018038,CNY,67033.82988680225
222,52,2019052,CNY,931171.9368815986
523,52,2018048,CNY,711050.5011705869
707,52,2018019,CNY,1462145.1273490912
929,52,2018047,CNY,396718.50944043085
109,52,2018017,CNY,1149976.857811966
531,52,2018052,CNY,515629.9623269273
273,52,2019005,CNY,1542718.4455986526
462,52,2019050,CNY,494501.7939412809
845,52,2019031,CNY,769135.926178182
187,52,2020048,CNY,207220.56407106097
260,52,2018045,CNY,1052226.1947554513
628,52,2018018,CNY,399807.5318041988
178,52,2019024,CNY,1076804.884904028
442,52,2018005,CNY,1683049.2582315959
211,52,2020003,CNY,974871.5409880095
166,52,2019016,CNY,1623148.8334600993
980,52,2019017,CNY,1695355.942367384
892,52,2018033,CNY,964904.8398560788
191,52,2018048,CNY,1091835.0177970033
436,52,2018031,CNY,192869.99874237075
834,52,2019011,CNY,1268425.6863388338
131,52,2020007,CNY,866755.5011585455
729,52,2020009,CNY,377786.6281759577
756,52,2019021,CNY,1433336.8665112033
928,52,2020020,CNY,359616.4572921926
785,52,2020035,CNY,1339713.202786319
52,52,2019004,CNY,1628043.2497852861
404,52,2019019,CNY,1154730.02907242
701,52,2019012,CNY,1727572.0398923783
106,52,2019048,CNY,1416385.8094286185
938,52,2018010,CNY,815322.5397973852
976,52,2019038,CNY,132735.35703086358
229,52,2020009,CNY,1318497.3918268264
722,52,2018005,CNY,717241.5680755962
544,52,2019037,CNY,954226.8215370472
529,52,2019011,CNY,1216317.478126122
463,52,2019042,CNY,1756327.465728022
982,52,2020045,CNY,1636615.379792103
992,52,2018045,CNY,1019091.2875986963
600,52,2019046,CNY,241593.25946583948
810,52,2019020,CNY,1519893.632682081
222,52,2018048,CNY,1585899.6909355307
513,52,2018009,CNY,106493.77259842384
391,52,2018008,CNY,925948.7161220155
452,52,2019013,CNY,533590.2855394416
923,52,2019010,CNY,900815.5319332565
599,52,2018021,CNY,1735755.662286495
15,52,2018006,CNY,286491.96143077913
690,52,2019010,CNY,500644.25659929204
761,52,2020042,CNY,199486.8012249015
499,52,2020024,CNY,253605.37324813672
921,52,2020041,CNY,53739.06622858755
21,52,2020044,CNY,1289375.4095644653
66,52,2018045,CNY,1711963.2086190316
467,52,2020016,CNY,675924.4609742918
305,52,2020022,CNY,288119.81704070163
89,52,2018003,CNY,1161098.3171542408
606,52,2020047,CNY,1190609.4326070992
673,52,2019020,CNY,1159295.2783073273
811,52,2019019,CNY,482710.063569716
898,52,2018052,CNY,285092.0413430649
897,52,2020004,CNY,1118176.2431520463
735,52,2019017,CNY,1284248.7017356462
981,52,2020016,CNY,1049267.235519797
771,52,2020011,CNY,728299.9051779209
353,52,2018008,CNY,435846.3877541049
488,52,2019006,CNY,1481413.9236303181
432,52,2019036,CNY,529177.5421951744
712,52,2020052,CNY,313003.8095971725
163,52,2019008,CNY,1521482.878886122
822,52,2019007,CNY,408924.6836132992
244,52,2018004,CNY,997423.7230975825
164,52,2019025,CNY,1585207.7111867073
676,52,2019037,CNY,379877.360904768
277,52,2020035,CNY,1519422.5009590515
939,52,2018032,CNY,1595444.5193666916
16,52,2018019,CNY,1755639.3847204407
495,52,2019043,CNY,137103.40908015767
330,52,2018019,CNY,708820.3491481467
952,52,2019021,CNY,992476.1208846011
611,52,2019030,CNY,1080458.944133854
188,52,2019016,CNY,1088824.095323668
371,52,2019012,CNY,1261589.195338093
537,52,2018051,CNY,472312.84903838474
593,52,2020035,CNY,1494426.5076137385
513,52,2019001,CNY,1153585.311999649
934,52,2020022,CNY,277531.3452182067
552,52,2019003,CNY,317090.8868680631
577,52,2018040,CNY,1655396.0757220772
611,52,2020006,CNY,1242965.4212272665
659,52,2020019,CNY,933271.506594103
241,52,2018035,CNY,1575004.4326087423
563,52,2019026,CNY,1234892.132579231
9,52,2018041,CNY,810599.0803103949
261,52,2018035,CNY,1081275.7268745054
229,52,2018010,CNY,868158.6853587313
372,52,2020037,CNY,981737.889352162
591,52,2018035,CNY,495578.9530862222
521,52,2019015,CNY,1207407.095128296
995,52,2018030,CNY,1041572.3149536629
462,52,2019011,CNY,1535858.5904562217
552,52,2019018,CNY,984662.5360728812
330,52,2020012,CNY,489875.9030019877
819,52,2018036,CNY,634016.2570282462
733,52,2019033,CNY,109739.79461512486
411,52,2019028,CNY,1276495.7463593027
613,52,2018015,CNY,1316848.349720365
39,52,2018047,CNY,396192.3710956688
434,52,2020035,CNY,30959.397610366752
282,52,2018044,CNY,418677.46344413713
548,52,2018006,CNY,639498.7275059582
813,52,2018049,CNY,1320657.5505323051
808,52,2020001,CNY,892979.0156219506
195,52,2018025,CNY,936744.0814937277
846,52,2020007,CNY,822856.5132126684
858,52,2020022,CNY,1727632.362633079
868,52,2018042,CNY,1611413.3995676893
221,52,2020025,CNY,1345804.4709828428
798,52,2020009,CNY,978822.8342550063
279,52,2020011,CNY,82533.34564767127
403,52,2020018,CNY,759856.6424519562
681,52,2020047,CNY,1686346.7317304742
509,52,2020041,CNY,1472314.3253715008
877,52,2019040,CNY,412637.05313079036
771,52,2018039,CNY,106123.65955628468
390,52,2018048,CNY,205946.35056562722
393,52,2019029,CNY,859050.0359065972
952,52,2018043,CNY,611840.5930873876
516,52,2018048,CNY,38170.83169322048
751,52,2018021,CNY,1741833.5973614564
40,52,2019047,CNY,738551.0475116222
894,52,2020020,CNY,708100.9167382139
971,52,2020005,CNY,1421622.7147477733
454,52,2018036,CNY,1213465.122403493
505,52,2018037,CNY,515763.35188071505
486,52,2018024,CNY,1590072.2394324949
125,52,2018036,CNY,196713.92054948327
834,52,2020004,CNY,301110.0956527975
141,52,2020031,CNY,39438.700917634706
584,52,2019034,CNY,1714116.156843107
126,52,2019039,CNY,1669391.5726876478
973,52,2019020,CNY,848576.2227868382
993,52,2018006,CNY,570252.2284015378
539,52,2018052,CNY,1430483.1375470667
709,52,2020032,CNY,1206529.2059959965
205,52,2018032,CNY,46380.47211570638
373,52,2018042,CNY,191835.82149526247
836,52,2018032,CNY,702247.0575369308
805,52,2019032,CNY,1311939.8335646738
868,52,2019037,CNY,923462.8467496756
593,52,2018010,CNY,1656051.6181325256
513,52,2018040,CNY,923760.4828630749
708,52,2020005,CNY,668071.0511806664
758,52,2018045,CNY,1282202.0787796893
746,52,2020007,CNY,266991.7549230455
746,52,2020052,CNY,1507654.4837906908
675,52,2018001,CNY,213151.85172019136
477,52,2020049,CNY,1571948.3093359263
178,52,2020044,CNY,898712.6936472438
943,52,2019031,CNY,1413833.0651861324
813,52,2020042,CNY,1307044.898031301
247,52,2020029,CNY,1582892.552642946
721,52,2019047,CNY,1116085.8266514817
219,52,2019012,CNY,1751331.1611720682
238,52,2019002,CNY,1252332.9171272465
843,52,2020039,CNY,506028.469882976
133,52,2020035,CNY,1433507.1451065915
592,52,2019003,CNY,305871.9711224346
77,52,2018022,CNY,239318.1064063674
576,52,2019044,CNY,1208348.8265120462
230,52,2020009,CNY,1117473.7868940898
354,52,2018019,CNY,871612.9338093752
702,52,2019051,CNY,1509257.4287858293
526,52,2019035,CNY,1373213.4374033061
